KO	GENE
ko01001	add.AYCG.ctg5.231
ko01001	AYCG.ctg1.372
ko01001	AYCG.ctg25.332
ko01001	AYCG.ctg5.654
ko01001	AYCG.ctg14.130
ko01001	AYCG.ctg7.892
ko01001	add.AYCG.ctg8.91
ko01001	AYCG.ctg3.348
ko01001	add.AYCG.ctg50.6
ko01001	AYCG.ctg33.10
ko01001	add.AYCG.ctg39.20
ko01001	add.AYCG.ctg11.93
ko01001	AYCG.ctg32.181
ko01001	add.AYCG.ctg7.265
ko01001	AYCG.ctg20.453
ko01001	AYCG.ctg20.139
ko01001	add.AYCG.ctg4.152
ko01001	AYCG.ctg22.205
ko01001	AYCG.ctg19.318
ko01001	add.AYCG.ctg39.39
ko01001	AYCG.ctg2.12
ko01001	AYCG.ctg39.24
ko01001	AYCG.ctg6.306
ko01001	AYCG.ctg1.314
ko01001	AYCG.ctg44.10
ko01001	AYCG.ctg21.474
ko01001	add.AYCG.ctg5.72
ko01001	AYCG.ctg4.179
ko01001	add.AYCG.ctg2.125
ko01001	AYCG.ctg32.175
ko01001	add.AYCG.ctg34.118
ko01001	AYCG.ctg13.16
ko01001	AYCG.ctg3.68
ko01001	AYCG.ctg4.56
ko01001	AYCG.ctg7.480
ko01001	AYCG.ctg7.1098
ko01001	add.AYCG.ctg31.49
ko01001	add.AYCG.ctg1576.4
ko01001	AYCG.ctg25.188
ko01001	AYCG.ctg40.42
ko01001	add.AYCG.ctg5.368
ko01001	AYCG.ctg11.169
ko01001	AYCG.ctg3.278
ko01001	AYCG.ctg14.464
ko01001	add.AYCG.ctg24.224
ko01001	AYCG.ctg34.426
ko01001	AYCG.ctg20.35
ko01001	AYCG.ctg22.243
ko01001	add.AYCG.ctg24.194
ko01001	add.AYCG.ctg18.105
ko01001	add.AYCG.ctg34.70
ko01001	AYCG.ctg5.323
ko01001	AYCG.ctg7.787
ko01001	AYCG.ctg9.313
ko01001	AYCG.ctg4.321
ko01001	add.AYCG.ctg3.171
ko01001	AYCG.ctg20.564
ko01001	AYCG.ctg12.43
ko01001	add.AYCG.ctg4.193
ko01001	AYCG.ctg1.778
ko01001	AYCG.ctg22.288
ko01001	AYCG.ctg20.272
ko01001	AYCG.ctg7.81
ko01001	add.AYCG.ctg20.145
ko01001	AYCG.ctg7.59
ko01001	AYCG.ctg46.20
ko01001	AYCG.ctg57.20
ko01001	AYCG.ctg4.234
ko01001	AYCG.ctg9.673
ko01001	AYCG.ctg20.378
ko01001	add.AYCG.ctg14.107
ko01001	AYCG.ctg32.227
ko01001	add.AYCG.ctg47.29
ko01001	AYCG.ctg20.418
ko01001	AYCG.ctg28.114
ko01001	AYCG.ctg9.320
ko01001	AYCG.ctg21.354
ko01001	add.AYCG.ctg32.37
ko01001	AYCG.ctg5.84
ko01001	AYCG.ctg5.95
ko01001	AYCG.ctg38.102
ko01001	AYCG.ctg25.380
ko01001	add.AYCG.ctg34.246
ko01001	add.AYCG.ctg23.146
ko01001	add.AYCG.ctg29.2
ko01001	AYCG.ctg5.438
ko01001	add.AYCG.ctg45.26
ko01001	AYCG.ctg5.648
ko01001	add.AYCG.ctg20.140
ko01001	AYCG.ctg498.2
ko01001	AYCG.ctg13.179
ko01001	AYCG.ctg5.680
ko01001	AYCG.ctg11.36
ko01001	AYCG.ctg5.591
ko01001	AYCG.ctg5.523
ko01001	AYCG.ctg7.348
ko01001	add.AYCG.ctg10.96
ko01001	add.AYCG.ctg36.11
ko01001	add.AYCG.ctg269.1
ko01001	AYCG.ctg311.2
ko01001	AYCG.ctg2.34
ko01001	add.AYCG.ctg28.126
ko01001	AYCG.ctg1.165
ko01001	AYCG.ctg39.27
ko01001	AYCG.ctg25.476
ko01001	AYCG.ctg36.156
ko01001	AYCG.ctg14.289
ko01001	AYCG.ctg27.77
ko01001	add.AYCG.ctg7.270
ko01001	AYCG.ctg36.70
ko01001	AYCG.ctg13.183
ko01001	AYCG.ctg4.465
ko01001	add.AYCG.ctg5.161
ko01001	AYCG.ctg5.965
ko01001	AYCG.ctg7.717
ko01001	AYCG.ctg4.485
ko01001	AYCG.ctg1.753
ko01001	AYCG.ctg2.273
ko01001	add.AYCG.ctg3.51
ko01001	AYCG.ctg31.122
ko01001	AYCG.ctg4.430
ko01001	add.AYCG.ctg24.45
ko01001	add.AYCG.ctg34.12
ko01001	AYCG.ctg3.198
ko01001	AYCG.ctg4.4
ko01001	AYCG.ctg5.236
ko01001	AYCG.ctg4.257
ko01001	AYCG.ctg43.58
ko01001	add.AYCG.ctg23.72
ko01001	AYCG.ctg1.680
ko01001	add.AYCG.ctg24.134
ko01001	AYCG.ctg6.251
ko01001	AYCG.ctg11.22
ko01001	add.AYCG.ctg13.96
ko01001	AYCG.ctg32.241
ko01001	AYCG.ctg2.632
ko01001	add.AYCG.ctg1.207
ko01001	add.AYCG.ctg14.46
ko01001	AYCG.ctg2.545
ko01001	AYCG.ctg10.136
ko01001	AYCG.ctg29.71
ko01001	AYCG.ctg3.644
ko01001	AYCG.ctg4.18
ko01001	AYCG.ctg21.25
ko01001	AYCG.ctg21.193
ko01001	AYCG.ctg1.767
ko01001	AYCG.ctg21.292
ko01001	add.AYCG.ctg27.37
ko01001	AYCG.ctg6.164
ko01001	AYCG.ctg7.991
ko01001	AYCG.ctg38.91
ko01001	AYCG.ctg6.12
ko01001	AYCG.ctg12.240
ko01001	add.AYCG.ctg1.30
ko01001	AYCG.ctg20.586
ko01001	add.AYCG.ctg30.64
ko01001	AYCG.ctg20.493
ko01001	add.AYCG.ctg31.186
ko01001	AYCG.ctg31.307
ko01001	AYCG.ctg13.185
ko01001	add.AYCG.ctg77.13
ko01001	AYCG.ctg1.171
ko01001	add.AYCG.ctg23.121
ko01001	add.AYCG.ctg22.71
ko01001	add.AYCG.ctg29.99
ko01001	add.AYCG.ctg32.146
ko01001	AYCG.ctg1.85
ko01001	AYCG.ctg18.126
ko01001	AYCG.ctg22.11
ko01001	AYCG.ctg39.67
ko01001	AYCG.ctg24.440
ko01001	AYCG.ctg2.343
ko01001	AYCG.ctg19.10
ko01001	AYCG.ctg9.127
ko01001	add.AYCG.ctg40.25
ko01001	AYCG.ctg9.722
ko01001	AYCG.ctg34.444
ko01001	AYCG.ctg30.165
ko01001	AYCG.ctg4.350
ko01001	AYCG.ctg7.915
ko01001	add.AYCG.ctg22.32
ko01001	add.AYCG.ctg45.30
ko01001	AYCG.ctg20.299
ko01001	add.AYCG.ctg11.88
ko01001	AYCG.ctg7.30
ko01001	AYCG.ctg9.307
ko01001	add.AYCG.ctg23.22
ko01001	AYCG.ctg16.90
ko01001	add.AYCG.ctg1.57
ko01001	AYCG.ctg38.22
ko01001	AYCG.ctg23.21
ko01001	AYCG.ctg16.26
ko01001	AYCG.ctg30.113
ko01001	AYCG.ctg4.356
ko01001	add.AYCG.ctg31.51
ko01001	AYCG.ctg50.92
ko01001	add.AYCG.ctg30.74
ko01001	AYCG.ctg10.270
ko01001	AYCG.ctg11.113
ko01001	AYCG.ctg7.916
ko01001	AYCG.ctg12.238
ko01001	AYCG.ctg14.336
ko01001	AYCG.ctg10.4
ko01001	AYCG.ctg80.1
ko01001	AYCG.ctg10.435
ko01001	AYCG.ctg34.453
ko01001	AYCG.ctg31.264
ko01001	AYCG.ctg4.442
ko01001	AYCG.ctg3.329
ko01001	AYCG.ctg96.15
ko01001	AYCG.ctg7.166
ko01001	AYCG.ctg3.261
ko01001	AYCG.ctg43.37
ko01001	AYCG.ctg56.2
ko01001	add.AYCG.ctg7.5
ko01001	AYCG.ctg4.186
ko01001	AYCG.ctg10.9
ko01001	AYCG.ctg36.80
ko01001	add.AYCG.ctg43.12
ko01001	add.AYCG.ctg23.139
ko01001	AYCG.ctg24.2
ko01001	add.AYCG.ctg12.102
ko01001	AYCG.ctg5.396
ko01001	AYCG.ctg23.120
ko01001	AYCG.ctg17.248
ko01001	AYCG.ctg7.173
ko01001	AYCG.ctg38.11
ko01001	AYCG.ctg1.511
ko01001	AYCG.ctg14.174
ko01001	AYCG.ctg7.242
ko01001	AYCG.ctg20.346
ko01001	AYCG.ctg34.214
ko01001	add.AYCG.ctg5.384
ko01001	add.AYCG.ctg53.13
ko01001	AYCG.ctg27.123
ko01001	add.AYCG.ctg34.120
ko01001	AYCG.ctg3.26
ko01001	AYCG.ctg21.56
ko01001	add.AYCG.ctg5.67
ko01001	AYCG.ctg18.199
ko01001	AYCG.ctg7.1030
ko01001	add.AYCG.ctg77.7
ko01001	AYCG.ctg53.20
ko01001	add.AYCG.ctg18.104
ko01001	AYCG.ctg20.34
ko01001	add.AYCG.ctg7.406
ko01001	AYCG.ctg6.255
ko01001	AYCG.ctg3.104
ko01001	AYCG.ctg34.85
ko01001	AYCG.ctg2.476
ko01001	AYCG.ctg15.69
ko01001	add.AYCG.ctg34.278
ko01001	AYCG.ctg7.896
ko01001	AYCG.ctg5.165
ko01001	AYCG.ctg27.13
ko01001	AYCG.ctg21.164
ko01001	AYCG.ctg21.176
ko01001	AYCG.ctg10.51
ko01001	AYCG.ctg9.394
ko01001	add.AYCG.ctg3.131
ko01001	AYCG.ctg8.183
ko01001	AYCG.ctg45.24
ko01001	AYCG.ctg4.562
ko01001	AYCG.ctg17.98
ko01001	AYCG.ctg5.758
ko01001	AYCG.ctg4.431
ko01001	add.AYCG.ctg36.39
ko01001	AYCG.ctg32.14
ko01001	AYCG.ctg23.121
ko01001	add.AYCG.ctg10.225
ko01001	add.AYCG.ctg2.204
ko01001	AYCG.ctg5.31
ko01001	AYCG.ctg18.225
ko01001	AYCG.ctg10.523
ko01001	AYCG.ctg32.380
ko01001	AYCG.ctg34.526
ko01001	AYCG.ctg22.259
ko01001	AYCG.ctg5.128
ko01001	AYCG.ctg17.40
ko01001	add.AYCG.ctg20.36
ko01001	AYCG.ctg16.94
ko01001	AYCG.ctg14.243
ko01001	AYCG.ctg17.172
ko01009	AYCG.ctg3.129
ko01009	add.AYCG.ctg25.97
ko01009	add.AYCG.ctg5.259
ko01009	AYCG.ctg21.69
ko01009	AYCG.ctg4.323
ko01009	AYCG.ctg14.283
ko01009	add.AYCG.ctg7.41
ko01009	AYCG.ctg11.266
ko01009	AYCG.ctg21.225
ko01009	AYCG.ctg48.6
ko01009	AYCG.ctg24.437
ko01009	AYCG.ctg28.35
ko01009	AYCG.ctg38.19
ko01009	AYCG.ctg21.382
ko01009	AYCG.ctg25.396
ko01009	add.AYCG.ctg9.292
ko01009	AYCG.ctg25.149
ko01009	AYCG.ctg28.179
ko01009	AYCG.ctg6.262
ko01009	AYCG.ctg2.536
ko01009	AYCG.ctg4.254
ko01009	add.AYCG.ctg2.14
ko01009	AYCG.ctg62.13
ko01009	AYCG.ctg31.204
ko01009	AYCG.ctg34.489
ko01009	add.AYCG.ctg28.119
ko01009	AYCG.ctg15.20
ko01009	AYCG.ctg19.246
ko01009	AYCG.ctg10.183
ko01009	AYCG.ctg34.357
ko01009	AYCG.ctg14.334
ko01009	AYCG.ctg20.73
ko01009	AYCG.ctg21.283
ko01009	AYCG.ctg11.218
ko01009	add.AYCG.ctg31.25
ko01009	AYCG.ctg35.13
ko01009	AYCG.ctg25.272
ko01009	AYCG.ctg5.627
ko01009	AYCG.ctg25.107
ko01009	AYCG.ctg7.48
ko01009	AYCG.ctg5.645
ko01009	AYCG.ctg28.37
ko01009	AYCG.ctg43.14
ko01009	AYCG.ctg31.224
ko01009	AYCG.ctg20.238
ko01009	AYCG.ctg9.401
ko01009	add.AYCG.ctg7.93
ko01009	AYCG.ctg32.57
ko01009	add.AYCG.ctg2.129
ko01009	add.AYCG.ctg19.91
ko01009	AYCG.ctg32.110
ko01009	AYCG.ctg1.131
ko01009	AYCG.ctg1.334
ko01009	add.AYCG.ctg7.90
ko01009	add.AYCG.ctg34.85
ko01009	add.AYCG.ctg25.166
ko01009	add.AYCG.ctg4.136
ko01009	AYCG.ctg19.119
ko01009	AYCG.ctg14.184
ko01009	AYCG.ctg2.371
ko01009	add.AYCG.ctg5.64
ko01009	AYCG.ctg4.511
ko01009	AYCG.ctg1.13
ko01009	add.AYCG.ctg34.19
ko01009	AYCG.ctg49.23
ko01009	add.AYCG.ctg9.138
ko01009	add.AYCG.ctg28.130
ko01009	AYCG.ctg1794.1
ko01009	AYCG.ctg2.647
ko01009	AYCG.ctg25.460
ko01009	AYCG.ctg10.579
ko01009	AYCG.ctg19.12
ko01009	AYCG.ctg46.18
ko01009	AYCG.ctg24.428
ko01009	AYCG.ctg4.130
ko01009	add.AYCG.ctg2.352
ko01009	AYCG.ctg34.580
ko01009	AYCG.ctg1.82
ko01009	add.AYCG.ctg36.95
ko01009	AYCG.ctg6.274
ko01009	AYCG.ctg15.137
ko01009	AYCG.ctg11.28
ko01009	AYCG.ctg22.115
ko01009	AYCG.ctg13.23
ko01009	AYCG.ctg9.323
ko01009	add.AYCG.ctg11.16
ko01009	AYCG.ctg1.355
ko01009	AYCG.ctg10.313
ko01009	AYCG.ctg1.769
ko01009	AYCG.ctg10.205
ko01009	AYCG.ctg6.344
ko01009	AYCG.ctg19.9
ko01009	AYCG.ctg5.933
ko01009	AYCG.ctg23.327
ko01009	AYCG.ctg49.4
ko01009	AYCG.ctg10.38
ko01009	AYCG.ctg5.92
ko01009	AYCG.ctg3.525
ko01009	AYCG.ctg29.4
ko01009	AYCG.ctg12.280
ko01009	AYCG.ctg20.431
ko01009	AYCG.ctg21.431
ko01009	add.AYCG.ctg20.40
ko01009	AYCG.ctg9.176
ko01009	AYCG.ctg34.443
ko01009	AYCG.ctg7.541
ko01009	AYCG.ctg17.215
ko01009	AYCG.ctg21.116
ko01009	AYCG.ctg21.39
ko01009	AYCG.ctg36.22
ko01009	AYCG.ctg23.338
ko01009	AYCG.ctg7.376
ko01009	add.AYCG.ctg2.346
ko01009	AYCG.ctg7.103
ko01009	add.AYCG.ctg21.226
ko01009	AYCG.ctg49.41
ko01009	AYCG.ctg5.907
ko01009	AYCG.ctg4.433
ko01009	AYCG.ctg3.526
ko01009	AYCG.ctg17.32
ko01009	AYCG.ctg10.274
ko01009	add.AYCG.ctg7.94
ko01009	add.AYCG.ctg3.65
ko01009	AYCG.ctg17.111
ko01009	AYCG.ctg19.111
ko01009	add.AYCG.ctg7.312
ko01009	add.AYCG.ctg11.57
ko01009	AYCG.ctg2.268
ko01009	add.AYCG.ctg1.111
ko01009	AYCG.ctg9.183
ko01009	AYCG.ctg4.225
ko01009	AYCG.ctg8.265
ko01009	add.AYCG.ctg37.55
ko01009	AYCG.ctg9.705
ko01009	AYCG.ctg29.51
ko01009	AYCG.ctg6.243
ko01009	AYCG.ctg21.562
ko01009	AYCG.ctg37.63
ko01009	AYCG.ctg25.42
ko01009	AYCG.ctg31.86
ko01009	AYCG.ctg12.239
ko01009	add.AYCG.ctg4.89
ko01009	AYCG.ctg26.80
ko01009	AYCG.ctg20.336
ko01009	AYCG.ctg23.371
ko01009	AYCG.ctg7.722
ko01009	AYCG.ctg10.62
ko01009	AYCG.ctg19.23
ko01009	AYCG.ctg27.25
ko01009	AYCG.ctg5.984
ko01009	add.AYCG.ctg4.236
ko01009	AYCG.ctg5.388
ko01009	AYCG.ctg7.1146
ko01009	AYCG.ctg7.993
ko01009	AYCG.ctg9.302
ko01009	add.AYCG.ctg38.29
ko01009	add.AYCG.ctg50.42
ko01009	AYCG.ctg4.121
ko01009	AYCG.ctg9.654
ko01009	AYCG.ctg43.13
ko01009	AYCG.ctg28.278
ko01009	AYCG.ctg27.91
ko01009	AYCG.ctg25.86
ko01009	AYCG.ctg7.1112
ko01009	AYCG.ctg9.672
ko01009	AYCG.ctg2.338
ko01009	AYCG.ctg5.498
ko01009	AYCG.ctg20.423
ko01009	add.AYCG.ctg18.116
ko01009	AYCG.ctg20.29
ko01009	AYCG.ctg25.66
ko01009	AYCG.ctg17.187
ko01009	add.AYCG.ctg20.125
ko01009	AYCG.ctg57.69
ko01009	AYCG.ctg2.607
ko01009	AYCG.ctg67.1
ko01009	AYCG.ctg23.349
ko01009	AYCG.ctg2.270
ko01009	AYCG.ctg43.8
ko01009	AYCG.ctg2.747
ko01009	AYCG.ctg31.171
ko01009	AYCG.ctg6.9
ko01009	AYCG.ctg19.200
ko01009	AYCG.ctg51.11
ko01009	AYCG.ctg29.164
ko01009	AYCG.ctg97.25
ko01009	AYCG.ctg14.262
ko01009	AYCG.ctg24.203
ko01009	add.AYCG.ctg3.126
ko01009	AYCG.ctg16.36
ko01009	AYCG.ctg22.8
ko01009	add.AYCG.ctg64.1
ko01009	AYCG.ctg7.217
ko01009	AYCG.ctg9.177
ko01009	AYCG.ctg34.404
ko01009	AYCG.ctg29.153
ko01009	add.AYCG.ctg10.6
ko01009	AYCG.ctg46.6
ko01009	AYCG.ctg10.593
ko01009	AYCG.ctg1.705
ko01009	AYCG.ctg7.190
ko01009	AYCG.ctg3.65
ko01009	AYCG.ctg23.108
ko01009	AYCG.ctg5.843
ko01009	AYCG.ctg20.122
ko01009	AYCG.ctg3.550
ko01009	AYCG.ctg10.288
ko01009	add.AYCG.ctg1128.1
ko01009	AYCG.ctg64.4
ko01009	add.AYCG.ctg21.164
ko01009	add.AYCG.ctg36.44
ko01009	AYCG.ctg14.389
ko01009	AYCG.ctg6.375
ko01009	AYCG.ctg24.319
ko01009	AYCG.ctg7.957
ko01009	AYCG.ctg21.5
ko01009	AYCG.ctg5.895
ko01009	AYCG.ctg7.1150
ko01009	AYCG.ctg32.58
ko01009	AYCG.ctg1.90
ko01009	AYCG.ctg50.4
ko01009	add.AYCG.ctg25.57
ko01009	AYCG.ctg7.884
ko01009	AYCG.ctg37.9
ko01009	AYCG.ctg4.316
ko01009	AYCG.ctg2.1
ko01009	AYCG.ctg9.514
ko01009	AYCG.ctg62.26
ko01009	AYCG.ctg20.538
ko01009	AYCG.ctg34.59
ko01009	AYCG.ctg9.553
ko01009	add.AYCG.ctg5.194
ko01009	AYCG.ctg1.565
ko01009	AYCG.ctg4.143
ko01009	AYCG.ctg102.6
ko01009	AYCG.ctg58.14
ko01009	add.AYCG.ctg9.14
ko01009	AYCG.ctg7.780
ko01009	add.AYCG.ctg3.67
ko01009	AYCG.ctg12.303
ko01009	AYCG.ctg1.61
ko01009	AYCG.ctg4.259
ko01009	AYCG.ctg11.144
ko01009	AYCG.ctg5.66
ko01009	AYCG.ctg23.136
ko01009	AYCG.ctg3.9
ko01009	AYCG.ctg31.283
ko01009	AYCG.ctg3.220
ko01009	add.AYCG.ctg20.126
ko01009	AYCG.ctg9.711
ko01009	add.AYCG.ctg45.33
ko01009	AYCG.ctg10.67
ko01009	AYCG.ctg32.41
ko01009	AYCG.ctg29.129
ko01009	add.AYCG.ctg7.274
ko01009	AYCG.ctg46.34
ko01009	AYCG.ctg46.22
ko01009	AYCG.ctg1.15
ko01009	AYCG.ctg4.518
ko01009	AYCG.ctg20.358
ko01009	add.AYCG.ctg2.285
ko01009	AYCG.ctg33.60
ko01009	add.AYCG.ctg5.97
ko01009	add.AYCG.ctg13.60
ko01009	AYCG.ctg30.2
ko01009	AYCG.ctg355.2
ko01009	AYCG.ctg9.496
ko01009	add.AYCG.ctg20.158
ko01009	AYCG.ctg11.125
ko01009	add.AYCG.ctg10.51
ko01009	add.AYCG.ctg32.13
ko01009	AYCG.ctg5.1036
ko01009	AYCG.ctg11.175
ko01009	AYCG.ctg13.116
ko01009	AYCG.ctg20.620
ko01009	AYCG.ctg36.14
ko01009	AYCG.ctg2.780
ko01009	AYCG.ctg21.393
ko01009	AYCG.ctg41.4
ko01009	AYCG.ctg24.438
ko01009	AYCG.ctg2.734
ko01009	AYCG.ctg51.33
ko01009	add.AYCG.ctg18.7
ko01009	add.AYCG.ctg3.210
ko01009	add.AYCG.ctg32.64
ko01009	AYCG.ctg9.616
ko01009	add.AYCG.ctg688.17
ko01009	AYCG.ctg2.230
ko01009	AYCG.ctg2.275
ko01009	AYCG.ctg7.682
ko01009	AYCG.ctg1.273
ko01009	AYCG.ctg5.792
ko01009	AYCG.ctg24.123
ko01009	AYCG.ctg20.201
ko01009	AYCG.ctg10.558
ko01009	AYCG.ctg9.76
ko01009	AYCG.ctg7.583
ko01009	add.AYCG.ctg29.113
ko01009	AYCG.ctg16.34
ko01009	add.AYCG.ctg3.185
ko01009	AYCG.ctg25.427
ko01009	AYCG.ctg29.115
ko01009	add.AYCG.ctg1.85
ko01009	AYCG.ctg5.184
ko01009	add.AYCG.ctg31.182
ko01009	AYCG.ctg21.81
ko01009	AYCG.ctg14.85
ko01009	AYCG.ctg10.373
ko01009	AYCG.ctg13.118
ko01009	AYCG.ctg3.643
ko01009	AYCG.ctg16.63
ko01009	AYCG.ctg1.619
ko01009	AYCG.ctg23.337
ko01009	AYCG.ctg12.134
ko01009	AYCG.ctg41.75
ko01009	AYCG.ctg22.231
ko01009	add.AYCG.ctg21.204
ko01009	AYCG.ctg18.291
ko01009	AYCG.ctg49.19
ko01009	AYCG.ctg3.372
ko01009	AYCG.ctg59.7
ko01009	AYCG.ctg379.1
ko01009	AYCG.ctg20.367
ko01009	AYCG.ctg4.395
ko01009	add.AYCG.ctg4.63
ko01009	add.AYCG.ctg865.1
ko01009	AYCG.ctg18.51
ko01009	AYCG.ctg22.193
ko01009	AYCG.ctg36.132
ko01009	AYCG.ctg12.91
ko01009	AYCG.ctg25.352
ko01009	AYCG.ctg10.559
ko01009	AYCG.ctg20.316
ko01009	AYCG.ctg27.56
ko01009	AYCG.ctg7.840
ko01009	add.AYCG.ctg9.56
ko01009	add.AYCG.ctg4.237
ko01009	AYCG.ctg5.796
ko01009	add.AYCG.ctg8.126
ko01009	AYCG.ctg865.1
ko01009	AYCG.ctg54.6
ko01009	add.AYCG.ctg37.28
ko01009	add.AYCG.ctg5.305
ko01009	AYCG.ctg25.22
ko01009	AYCG.ctg49.53
ko01009	AYCG.ctg4.390
ko01009	AYCG.ctg1.612
ko01009	add.AYCG.ctg18.10
ko01009	AYCG.ctg19.173
ko01009	add.AYCG.ctg17.44
ko01009	AYCG.ctg7.199
ko01009	add.AYCG.ctg3.66
ko01009	add.AYCG.ctg19.71
ko01009	AYCG.ctg23.76
ko01009	AYCG.ctg7.654
ko01009	AYCG.ctg41.22
ko01009	add.AYCG.ctg147.1
ko01009	add.AYCG.ctg2.320
ko01009	AYCG.ctg32.90
ko01009	AYCG.ctg2.515
ko01009	AYCG.ctg9.181
ko01009	AYCG.ctg33.26
ko01009	AYCG.ctg10.224
ko01009	AYCG.ctg16.62
ko01009	AYCG.ctg34.423
ko01009	AYCG.ctg61.15
ko01009	AYCG.ctg19.115
ko01009	AYCG.ctg31.165
ko01009	AYCG.ctg5.964
ko01009	AYCG.ctg15.31
ko01009	AYCG.ctg24.107
ko01009	AYCG.ctg43.74
ko01009	add.AYCG.ctg1.223
ko01009	add.AYCG.ctg11.47
ko01009	AYCG.ctg6.334
ko01009	add.AYCG.ctg22.85
ko01009	AYCG.ctg45.37
ko01009	AYCG.ctg9.584
ko01009	add.AYCG.ctg688.16
ko01009	AYCG.ctg9.552
ko01009	AYCG.ctg7.49
ko01009	AYCG.ctg24.43
ko01009	AYCG.ctg2.855
ko01009	AYCG.ctg123.10
ko01009	AYCG.ctg7.1135
ko01009	AYCG.ctg2.753
ko01009	add.AYCG.ctg36.45
ko01009	AYCG.ctg7.548
ko01009	AYCG.ctg20.40
ko01009	AYCG.ctg1.426
ko01009	AYCG.ctg31.369
ko01009	AYCG.ctg45.47
ko01009	AYCG.ctg28.62
ko01009	add.AYCG.ctg12.20
ko01009	AYCG.ctg3.301
ko01009	AYCG.ctg14.83
ko01009	AYCG.ctg3.106
ko01009	AYCG.ctg1.352
ko01009	AYCG.ctg5.816
ko01009	add.AYCG.ctg1105.6
ko01009	AYCG.ctg32.86
ko01009	AYCG.ctg4.38
ko01009	AYCG.ctg25.408
ko01009	AYCG.ctg17.124
ko01009	AYCG.ctg10.302
ko01009	AYCG.ctg25.279
ko01009	AYCG.ctg54.5
ko01009	AYCG.ctg7.159
ko01009	AYCG.ctg1.65
ko01009	AYCG.ctg13.58
ko01009	AYCG.ctg57.53
ko01009	AYCG.ctg20.613
ko01009	AYCG.ctg17.75
ko01009	add.AYCG.ctg5.154
ko01009	AYCG.ctg25.424
ko01009	AYCG.ctg1.712
ko01009	AYCG.ctg6.196
ko01009	add.AYCG.ctg7.208
ko01009	AYCG.ctg96.5
ko01009	AYCG.ctg34.223
ko01009	AYCG.ctg2.333
ko01009	AYCG.ctg3.151
ko01009	AYCG.ctg9.494
ko01009	AYCG.ctg1.801
ko01009	AYCG.ctg14.315
ko01009	AYCG.ctg5.935
ko01009	add.AYCG.ctg10.35
ko01009	AYCG.ctg28.15
ko01009	AYCG.ctg9.551
ko01009	AYCG.ctg3.31
ko01009	AYCG.ctg28.204
ko01009	add.AYCG.ctg64.4
ko01009	AYCG.ctg20.245
ko01009	AYCG.ctg5.983
ko01009	AYCG.ctg5.142
ko01009	add.AYCG.ctg6.86
ko01009	AYCG.ctg25.421
ko01009	AYCG.ctg22.272
ko01009	AYCG.ctg5.1037
ko01009	AYCG.ctg67.2
ko01009	AYCG.ctg9.9
ko01009	AYCG.ctg34.86
ko01009	AYCG.ctg12.100
ko01009	AYCG.ctg37.28
ko01009	AYCG.ctg32.156
ko01009	AYCG.ctg3.321
ko01009	add.AYCG.ctg34.20
ko01009	AYCG.ctg50.5
ko01009	AYCG.ctg21.31
ko01009	AYCG.ctg9.261
ko01009	AYCG.ctg59.6
ko01009	AYCG.ctg17.94
ko01009	AYCG.ctg1.722
ko01009	add.AYCG.ctg59.15
ko01009	AYCG.ctg3.448
ko01009	add.AYCG.ctg10.43
ko01009	AYCG.ctg21.199
ko01009	AYCG.ctg49.20
ko01009	AYCG.ctg7.216
ko01009	AYCG.ctg28.276
ko01009	AYCG.ctg32.22
ko01009	AYCG.ctg3.427
ko01009	add.AYCG.ctg6.33
ko01009	AYCG.ctg10.502
ko01009	AYCG.ctg31.222
ko01009	AYCG.ctg5.894
ko01009	AYCG.ctg51.71
ko01009	AYCG.ctg9.408
ko01009	AYCG.ctg17.134
ko01009	AYCG.ctg32.27
ko01009	AYCG.ctg9.708
ko01009	AYCG.ctg24.392
ko01009	AYCG.ctg12.287
ko01009	AYCG.ctg21.509
ko01009	add.AYCG.ctg20.159
ko01009	AYCG.ctg9.234
ko01009	AYCG.ctg3.657
ko01009	AYCG.ctg31.293
ko01009	AYCG.ctg6.297
ko01009	AYCG.ctg5.1026
ko01009	AYCG.ctg7.723
ko01009	AYCG.ctg10.151
ko01009	AYCG.ctg9.555
ko01009	AYCG.ctg1.335
ko01009	AYCG.ctg3.589
ko01009	AYCG.ctg7.549
ko01009	AYCG.ctg31.345
ko01009	AYCG.ctg10.259
ko01009	AYCG.ctg31.360
ko01009	add.AYCG.ctg28.117
ko01009	AYCG.ctg7.379
ko01009	AYCG.ctg14.204
ko01009	AYCG.ctg22.228
ko01009	AYCG.ctg2.107
ko01009	AYCG.ctg37.53
ko01009	AYCG.ctg7.1159
ko01009	AYCG.ctg7.206
ko01009	AYCG.ctg5.317
ko01009	AYCG.ctg34.595
ko01009	AYCG.ctg19.118
ko01009	AYCG.ctg46.19
ko01009	add.AYCG.ctg31.183
ko01009	AYCG.ctg10.551
ko01009	AYCG.ctg22.229
ko01009	AYCG.ctg27.112
ko01009	AYCG.ctg9.155
ko01009	add.AYCG.ctg4.235
ko01009	AYCG.ctg7.615
ko01009	AYCG.ctg62.10
ko01009	AYCG.ctg23.336
ko01009	AYCG.ctg22.271
ko01009	AYCG.ctg64.37
ko01009	add.AYCG.ctg5.171
ko01009	AYCG.ctg29.145
ko01009	AYCG.ctg36.196
ko01009	AYCG.ctg4.374
ko01009	add.AYCG.ctg31.130
ko01009	AYCG.ctg25.276
