GO	GENE	CLASS
GO:0005525	AYCG.ctg24.99	molecular_function
GO:0016787	add.AYCG.ctg3.30	molecular_function
GO:0030570	AYCG.ctg34.176	molecular_function
GO:0008194	add.AYCG.ctg13.101	molecular_function
GO:0022900	AYCG.ctg8.136	biological_process
GO:0016651	AYCG.ctg8.136	molecular_function
GO:0006468	AYCG.ctg3.436	biological_process
GO:0005524	AYCG.ctg3.436	molecular_function
GO:0004672	AYCG.ctg3.436	molecular_function
GO:0031145	AYCG.ctg62.15	biological_process
GO:0008270	AYCG.ctg62.15	molecular_function
GO:0046872	AYCG.ctg62.15	molecular_function
GO:0019028	AYCG.ctg62.15	cellular_component
GO:0005680	AYCG.ctg62.15	cellular_component
GO:0030247	AYCG.ctg36.29	molecular_function
GO:0006412	AYCG.ctg24.394	biological_process
GO:0003735	AYCG.ctg24.394	molecular_function
GO:0005840	AYCG.ctg24.394	cellular_component
GO:0006468	add.AYCG.ctg33.65	biological_process
GO:0005524	add.AYCG.ctg33.65	molecular_function
GO:0004672	add.AYCG.ctg33.65	molecular_function
GO:0008033	AYCG.ctg59.11	biological_process
GO:0006352	add.AYCG.ctg14.116	biological_process
GO:0003677	add.AYCG.ctg14.116	molecular_function
GO:0005669	add.AYCG.ctg14.116	cellular_component
GO:0006633	add.AYCG.ctg45.2	biological_process
GO:0016747	add.AYCG.ctg45.2	molecular_function
GO:0016020	add.AYCG.ctg45.2	cellular_component
GO:0002098	AYCG.ctg12.315	biological_process
GO:0033588	AYCG.ctg12.315	cellular_component
GO:0006468	AYCG.ctg29.44	biological_process
GO:0005524	AYCG.ctg29.44	molecular_function
GO:0004672	AYCG.ctg29.44	molecular_function
GO:0006364	AYCG.ctg67.4	biological_process
GO:0005515	AYCG.ctg67.4	molecular_function
GO:0002100	AYCG.ctg31.124	biological_process
GO:0008251	AYCG.ctg31.124	molecular_function
GO:0008270	AYCG.ctg62.13	molecular_function
GO:1900025	AYCG.ctg6.144	biological_process
GO:0048203	AYCG.ctg6.144	biological_process
GO:0034315	AYCG.ctg6.144	biological_process
GO:2000146	AYCG.ctg6.144	biological_process
GO:0003824	AYCG.ctg6.144	molecular_function
GO:0035650	AYCG.ctg6.144	molecular_function
GO:0055114	add.AYCG.ctg21.126	biological_process
GO:0005506	add.AYCG.ctg21.126	molecular_function
GO:0016705	add.AYCG.ctg21.126	molecular_function
GO:0020037	add.AYCG.ctg21.126	molecular_function
GO:0006468	AYCG.ctg32.100	biological_process
GO:0005524	AYCG.ctg32.100	molecular_function
GO:0004672	AYCG.ctg32.100	molecular_function
GO:0006355	AYCG.ctg3.113	biological_process
GO:0009725	AYCG.ctg3.113	biological_process
GO:0003677	AYCG.ctg3.113	molecular_function
GO:0005634	AYCG.ctg3.113	cellular_component
GO:0006468	add.AYCG.ctg567.2	biological_process
GO:0005515	add.AYCG.ctg567.2	molecular_function
GO:0005524	add.AYCG.ctg567.2	molecular_function
GO:0004672	add.AYCG.ctg567.2	molecular_function
GO:0003755	AYCG.ctg8.246	molecular_function
GO:0000105	AYCG.ctg48.60	biological_process
GO:0000287	AYCG.ctg48.60	molecular_function
GO:0003879	AYCG.ctg48.60	molecular_function
GO:0005737	AYCG.ctg48.60	cellular_component
GO:0006281	AYCG.ctg6.193	biological_process
GO:0006260	AYCG.ctg6.193	biological_process
GO:0002098	AYCG.ctg6.193	biological_process
GO:0003678	AYCG.ctg6.193	molecular_function
GO:0003697	AYCG.ctg6.193	molecular_function
GO:0005524	AYCG.ctg6.193	molecular_function
GO:0033588	AYCG.ctg6.193	cellular_component
GO:0001522	AYCG.ctg31.316	biological_process
GO:0009451	AYCG.ctg31.316	biological_process
GO:0003723	AYCG.ctg31.316	molecular_function
GO:0009982	AYCG.ctg31.316	molecular_function
GO:0003924	AYCG.ctg51.51	molecular_function
GO:0016787	AYCG.ctg9.478	molecular_function
GO:0008270	AYCG.ctg21.381	molecular_function
GO:0005634	AYCG.ctg21.381	cellular_component
GO:0003924	AYCG.ctg1.83	molecular_function
GO:0005525	AYCG.ctg1.83	molecular_function
GO:0055114	add.AYCG.ctg1061.1	biological_process
GO:0016491	add.AYCG.ctg1061.1	molecular_function
GO:0045132	add.AYCG.ctg13.72	biological_process
GO:0005634	add.AYCG.ctg13.72	cellular_component
GO:0000775	add.AYCG.ctg13.72	cellular_component
GO:0006355	AYCG.ctg13.106	biological_process
GO:0003700	AYCG.ctg13.106	molecular_function
GO:0043565	AYCG.ctg13.106	molecular_function
GO:0006413	AYCG.ctg7.137	biological_process
GO:0003743	AYCG.ctg7.137	molecular_function
GO:0006468	AYCG.ctg36.191	biological_process
GO:0005515	AYCG.ctg36.191	molecular_function
GO:0005524	AYCG.ctg36.191	molecular_function
GO:0004672	AYCG.ctg36.191	molecular_function
GO:0016788	AYCG.ctg7.489	molecular_function
GO:0016791	AYCG.ctg3.657	molecular_function
GO:0006891	AYCG.ctg32.155	biological_process
GO:0051382	AYCG.ctg32.155	biological_process
GO:0043093	AYCG.ctg32.155	biological_process
GO:0006355	AYCG.ctg32.155	biological_process
GO:0006260	AYCG.ctg32.155	biological_process
GO:0006914	AYCG.ctg32.155	biological_process
GO:0043565	AYCG.ctg32.155	molecular_function
GO:0003700	AYCG.ctg32.155	molecular_function
GO:0003677	AYCG.ctg32.155	molecular_function
GO:0005737	AYCG.ctg32.155	cellular_component
GO:0005634	AYCG.ctg32.155	cellular_component
GO:0030173	AYCG.ctg32.155	cellular_component
GO:0000776	AYCG.ctg32.155	cellular_component
GO:0005515	AYCG.ctg10.116	molecular_function
GO:0048544	add.AYCG.ctg24.34	biological_process
GO:0016758	AYCG.ctg1.758	molecular_function
GO:0005524	AYCG.ctg1.758	molecular_function
GO:0006814	add.AYCG.ctg24.190	biological_process
GO:0005248	add.AYCG.ctg24.190	molecular_function
GO:0001518	add.AYCG.ctg24.190	cellular_component
GO:0003676	AYCG.ctg48.4	molecular_function
GO:0003682	AYCG.ctg17.200	molecular_function
GO:0003676	AYCG.ctg17.200	molecular_function
GO:0003677	AYCG.ctg17.200	molecular_function
GO:0000775	AYCG.ctg17.200	cellular_component
GO:0007030	AYCG.ctg8.65	biological_process
GO:0003676	AYCG.ctg8.65	molecular_function
GO:0031511	AYCG.ctg8.65	cellular_component
GO:0006904	AYCG.ctg16.233	biological_process
GO:0046983	AYCG.ctg16.233	molecular_function
GO:0005515	AYCG.ctg16.233	molecular_function
GO:0000145	AYCG.ctg16.233	cellular_component
GO:0008270	AYCG.ctg9.516	molecular_function
GO:0005515	AYCG.ctg9.516	molecular_function
GO:0055114	add.AYCG.ctg10.190	biological_process
GO:0005507	add.AYCG.ctg10.190	molecular_function
GO:0016491	add.AYCG.ctg10.190	molecular_function
GO:0034755	AYCG.ctg4.370	biological_process
GO:0055085	AYCG.ctg4.370	biological_process
GO:0005381	AYCG.ctg4.370	molecular_function
GO:0022857	AYCG.ctg4.370	molecular_function
GO:0016021	AYCG.ctg4.370	cellular_component
GO:0006468	AYCG.ctg5.702	biological_process
GO:0005515	AYCG.ctg5.702	molecular_function
GO:0016747	AYCG.ctg5.702	molecular_function
GO:0005524	AYCG.ctg5.702	molecular_function
GO:0004672	AYCG.ctg5.702	molecular_function
GO:0055114	AYCG.ctg29.154	biological_process
GO:0016491	AYCG.ctg29.154	molecular_function
GO:0006269	AYCG.ctg11.174	biological_process
GO:0003896	AYCG.ctg11.174	molecular_function
GO:0005975	AYCG.ctg32.59	biological_process
GO:0016853	AYCG.ctg32.59	molecular_function
GO:0006355	AYCG.ctg9.80	biological_process
GO:0003700	AYCG.ctg9.80	molecular_function
GO:0006355	AYCG.ctg18.103	biological_process
GO:0008289	AYCG.ctg18.103	molecular_function
GO:0003677	AYCG.ctg18.103	molecular_function
GO:0006188	AYCG.ctg23.164	biological_process
GO:0004018	AYCG.ctg23.164	molecular_function
GO:0004018	AYCG.ctg23.164	molecular_function
GO:0005515	AYCG.ctg23.164	molecular_function
GO:0006355	AYCG.ctg14.162	biological_process
GO:0003700	AYCG.ctg14.162	molecular_function
GO:0043565	AYCG.ctg14.162	molecular_function
GO:0016567	add.AYCG.ctg2.339	biological_process
GO:0004842	add.AYCG.ctg2.339	molecular_function
GO:0008270	add.AYCG.ctg2.339	molecular_function
GO:0006468	AYCG.ctg12.240	biological_process
GO:0005515	AYCG.ctg12.240	molecular_function
GO:0005524	AYCG.ctg12.240	molecular_function
GO:0004672	AYCG.ctg12.240	molecular_function
GO:0019073	add.AYCG.ctg12.88	biological_process
GO:0006418	add.AYCG.ctg12.88	biological_process
GO:0004812	add.AYCG.ctg12.88	molecular_function
GO:0000166	add.AYCG.ctg12.88	molecular_function
GO:0003723	add.AYCG.ctg12.88	molecular_function
GO:0005524	add.AYCG.ctg12.88	molecular_function
GO:0006811	AYCG.ctg1.631	biological_process
GO:0055085	AYCG.ctg1.631	biological_process
GO:0015276	AYCG.ctg1.631	molecular_function
GO:0005515	AYCG.ctg1.631	molecular_function
GO:0005216	AYCG.ctg1.631	molecular_function
GO:0016020	AYCG.ctg1.631	cellular_component
GO:0006355	add.AYCG.ctg17.97	biological_process
GO:0003677	add.AYCG.ctg17.97	molecular_function
GO:0006629	AYCG.ctg1.96	biological_process
GO:0008081	AYCG.ctg1.96	molecular_function
GO:0031145	add.AYCG.ctg1.52	biological_process
GO:0009405	add.AYCG.ctg1.52	biological_process
GO:0055085	add.AYCG.ctg1.52	biological_process
GO:0019871	add.AYCG.ctg1.52	molecular_function
GO:0008270	add.AYCG.ctg1.52	molecular_function
GO:0046872	add.AYCG.ctg1.52	molecular_function
GO:0016020	add.AYCG.ctg1.52	cellular_component
GO:0005576	add.AYCG.ctg1.52	cellular_component
GO:0005680	add.AYCG.ctg1.52	cellular_component
GO:0006508	AYCG.ctg15.75	biological_process
GO:0004252	AYCG.ctg15.75	molecular_function
GO:0008236	AYCG.ctg15.75	molecular_function
GO:0006032	add.AYCG.ctg587.1	biological_process
GO:0004568	add.AYCG.ctg587.1	molecular_function
GO:0006355	AYCG.ctg12.96	biological_process
GO:0003677	AYCG.ctg12.96	molecular_function
GO:0007010	AYCG.ctg2.796	biological_process
GO:0003779	AYCG.ctg2.796	molecular_function
GO:0007010	AYCG.ctg1.206	biological_process
GO:0003779	AYCG.ctg1.206	molecular_function
GO:0055085	AYCG.ctg3.54	biological_process
GO:0022857	AYCG.ctg3.54	molecular_function
GO:0005509	AYCG.ctg3.54	molecular_function
GO:0016021	AYCG.ctg3.54	cellular_component
GO:0055114	add.AYCG.ctg354.25	biological_process
GO:0006694	add.AYCG.ctg354.25	biological_process
GO:0003854	add.AYCG.ctg354.25	molecular_function
GO:0016616	add.AYCG.ctg354.25	molecular_function
GO:0006260	AYCG.ctg10.391	biological_process
GO:0003887	AYCG.ctg10.391	molecular_function
GO:0003677	AYCG.ctg10.391	molecular_function
GO:0000166	AYCG.ctg10.391	molecular_function
GO:0006468	AYCG.ctg15.182	biological_process
GO:0005524	AYCG.ctg15.182	molecular_function
GO:0004672	AYCG.ctg15.182	molecular_function
GO:0016787	add.AYCG.ctg16.59	molecular_function
GO:0005524	add.AYCG.ctg16.59	molecular_function
GO:0003676	add.AYCG.ctg16.59	molecular_function
GO:0003677	add.AYCG.ctg16.59	molecular_function
GO:0032324	AYCG.ctg6.313	biological_process
GO:0006614	AYCG.ctg5.622	biological_process
GO:0055114	AYCG.ctg5.622	biological_process
GO:0005525	AYCG.ctg5.622	molecular_function
GO:0005524	AYCG.ctg5.622	molecular_function
GO:0016491	AYCG.ctg5.622	molecular_function
GO:0006629	add.AYCG.ctg354.34	biological_process
GO:0016787	add.AYCG.ctg354.34	molecular_function
GO:0055114	AYCG.ctg16.275	biological_process
GO:0016491	AYCG.ctg16.275	molecular_function
GO:0016787	AYCG.ctg21.520	molecular_function
GO:0000278	AYCG.ctg20.277	biological_process
GO:0006281	AYCG.ctg20.277	biological_process
GO:0051382	AYCG.ctg20.277	biological_process
GO:0003677	AYCG.ctg20.277	molecular_function
GO:0005975	add.AYCG.ctg30.66	biological_process
GO:0006073	add.AYCG.ctg30.66	biological_process
GO:0016762	add.AYCG.ctg30.66	molecular_function
GO:0004553	add.AYCG.ctg30.66	molecular_function
GO:0005618	add.AYCG.ctg30.66	cellular_component
GO:0048046	add.AYCG.ctg30.66	cellular_component
GO:0003723	AYCG.ctg25.422	molecular_function
GO:0003677	add.AYCG.ctg67.1	molecular_function
GO:0006418	AYCG.ctg8.259	biological_process
GO:0006508	AYCG.ctg8.259	biological_process
GO:0035556	AYCG.ctg8.259	biological_process
GO:0006672	AYCG.ctg8.259	biological_process
GO:0004812	AYCG.ctg8.259	molecular_function
GO:0016811	AYCG.ctg8.259	molecular_function
GO:0016811	AYCG.ctg8.259	molecular_function
GO:0000166	AYCG.ctg8.259	molecular_function
GO:0000049	AYCG.ctg8.259	molecular_function
GO:0008234	AYCG.ctg8.259	molecular_function
GO:0005524	AYCG.ctg8.259	molecular_function
GO:0016021	AYCG.ctg8.259	cellular_component
GO:0006468	AYCG.ctg34.339	biological_process
GO:0005515	AYCG.ctg34.339	molecular_function
GO:0005524	AYCG.ctg34.339	molecular_function
GO:0004672	AYCG.ctg34.339	molecular_function
GO:0005509	AYCG.ctg2.420	molecular_function
GO:0005515	AYCG.ctg2.420	molecular_function
GO:0006468	add.AYCG.ctg4.152	biological_process
GO:0007165	add.AYCG.ctg4.152	biological_process
GO:0005524	add.AYCG.ctg4.152	molecular_function
GO:0004672	add.AYCG.ctg4.152	molecular_function
GO:0006886	AYCG.ctg37.109	biological_process
GO:0015078	AYCG.ctg37.109	molecular_function
GO:0033179	AYCG.ctg37.109	cellular_component
GO:0016020	AYCG.ctg37.109	cellular_component
GO:0006468	AYCG.ctg31.158	biological_process
GO:0005524	AYCG.ctg31.158	molecular_function
GO:0004672	AYCG.ctg31.158	molecular_function
GO:0045095	AYCG.ctg31.158	cellular_component
GO:0005515	add.AYCG.ctg13.84	molecular_function
GO:0008270	add.AYCG.ctg1.77	molecular_function
GO:0005515	add.AYCG.ctg1.77	molecular_function
GO:0006355	add.AYCG.ctg44.21	biological_process
GO:0003690	add.AYCG.ctg44.21	molecular_function
GO:0003676	AYCG.ctg30.55	molecular_function
GO:0005524	AYCG.ctg30.55	molecular_function
GO:0004386	AYCG.ctg30.55	molecular_function
GO:0006457	AYCG.ctg23.307	biological_process
GO:0051087	AYCG.ctg23.307	molecular_function
GO:0000774	AYCG.ctg23.307	molecular_function
GO:0005509	AYCG.ctg23.307	molecular_function
GO:0042803	AYCG.ctg23.307	molecular_function
GO:0007411	AYCG.ctg5.977	biological_process
GO:0016055	AYCG.ctg5.977	biological_process
GO:0007034	AYCG.ctg5.977	biological_process
GO:0005576	AYCG.ctg5.977	cellular_component
GO:0003676	AYCG.ctg5.1026	molecular_function
GO:0016787	AYCG.ctg3.259	molecular_function
GO:0004386	AYCG.ctg3.259	molecular_function
GO:0005524	AYCG.ctg3.259	molecular_function
GO:0003676	AYCG.ctg3.259	molecular_function
GO:0003677	AYCG.ctg3.259	molecular_function
GO:0042256	AYCG.ctg3.84	biological_process
GO:0043022	AYCG.ctg3.84	molecular_function
GO:0005515	AYCG.ctg7.677	molecular_function
GO:0006468	AYCG.ctg18.280	biological_process
GO:0005515	AYCG.ctg18.280	molecular_function
GO:0005524	AYCG.ctg18.280	molecular_function
GO:0004672	AYCG.ctg18.280	molecular_function
GO:0016788	AYCG.ctg34.79	molecular_function
GO:0055114	AYCG.ctg20.618	biological_process
GO:0016655	AYCG.ctg20.618	molecular_function
GO:0005634	AYCG.ctg20.618	cellular_component
GO:0009072	AYCG.ctg31.195	biological_process
GO:0004334	AYCG.ctg31.195	molecular_function
GO:0003824	AYCG.ctg31.195	molecular_function
GO:0055114	AYCG.ctg2.732	biological_process
GO:0006694	AYCG.ctg2.732	biological_process
GO:0003854	AYCG.ctg2.732	molecular_function
GO:0003824	AYCG.ctg2.732	molecular_function
GO:0016616	AYCG.ctg2.732	molecular_function
GO:0006334	AYCG.ctg10.108	biological_process
GO:0003677	AYCG.ctg10.108	molecular_function
GO:0000786	AYCG.ctg10.108	cellular_component
GO:0006629	AYCG.ctg25.157	biological_process
GO:0008374	AYCG.ctg25.157	molecular_function
GO:0016788	AYCG.ctg25.157	molecular_function
GO:0006412	AYCG.ctg25.355	biological_process
GO:0003735	AYCG.ctg25.355	molecular_function
GO:0005840	AYCG.ctg25.355	cellular_component
GO:0006777	AYCG.ctg102.8	biological_process
GO:0030001	AYCG.ctg102.8	biological_process
GO:0055085	AYCG.ctg102.8	biological_process
GO:0003924	AYCG.ctg102.8	molecular_function
GO:0046873	AYCG.ctg102.8	molecular_function
GO:0005525	AYCG.ctg102.8	molecular_function
GO:0016020	AYCG.ctg102.8	cellular_component
GO:0005524	AYCG.ctg14.195	molecular_function
GO:0006413	AYCG.ctg5.866	biological_process
GO:0003743	AYCG.ctg5.866	molecular_function
GO:0006749	AYCG.ctg28.164	biological_process
GO:0015035	AYCG.ctg28.164	molecular_function
GO:0005515	AYCG.ctg28.164	molecular_function
GO:0006313	AYCG.ctg5.870	biological_process
GO:0006914	AYCG.ctg5.870	biological_process
GO:0006355	AYCG.ctg5.870	biological_process
GO:0004803	AYCG.ctg5.870	molecular_function
GO:0008289	AYCG.ctg5.870	molecular_function
GO:0003677	AYCG.ctg5.870	molecular_function
GO:0055114	AYCG.ctg5.489	biological_process
GO:0006694	AYCG.ctg5.489	biological_process
GO:0003854	AYCG.ctg5.489	molecular_function
GO:0003824	AYCG.ctg5.489	molecular_function
GO:0016616	AYCG.ctg5.489	molecular_function
GO:0006415	AYCG.ctg2.811	biological_process
GO:0003747	AYCG.ctg2.811	molecular_function
GO:0005515	AYCG.ctg19.258	molecular_function
GO:0006749	AYCG.ctg16.274	biological_process
GO:0005515	AYCG.ctg16.274	molecular_function
GO:0034220	add.AYCG.ctg37.47	biological_process
GO:0031145	add.AYCG.ctg8.95	biological_process
GO:0008270	add.AYCG.ctg8.95	molecular_function
GO:0046872	add.AYCG.ctg8.95	molecular_function
GO:0005680	add.AYCG.ctg8.95	cellular_component
GO:0006468	AYCG.ctg34.422	biological_process
GO:0005524	AYCG.ctg34.422	molecular_function
GO:0004672	AYCG.ctg34.422	molecular_function
GO:0008384	AYCG.ctg19.56	molecular_function
GO:0046983	AYCG.ctg19.56	molecular_function
GO:0005515	add.AYCG.ctg41.26	molecular_function
GO:0006355	AYCG.ctg10.343	biological_process
GO:0055114	AYCG.ctg10.343	biological_process
GO:0005506	AYCG.ctg10.343	molecular_function
GO:0000334	AYCG.ctg10.343	molecular_function
GO:0010309	AYCG.ctg10.343	molecular_function
GO:0015979	add.AYCG.ctg50.7	biological_process
GO:0009522	add.AYCG.ctg50.7	cellular_component
GO:0009538	add.AYCG.ctg50.7	cellular_component
GO:0015276	AYCG.ctg3.14	molecular_function
GO:0004970	AYCG.ctg3.14	molecular_function
GO:0016020	AYCG.ctg3.14	cellular_component
GO:0016758	add.AYCG.ctg7.228	molecular_function
GO:0008194	add.AYCG.ctg7.228	molecular_function
GO:0003677	add.AYCG.ctg142.3	molecular_function
GO:0006412	AYCG.ctg2.561	biological_process
GO:0003735	AYCG.ctg2.561	molecular_function
GO:0005840	AYCG.ctg2.561	cellular_component
GO:0006417	add.AYCG.ctg31.129	biological_process
GO:0042981	add.AYCG.ctg31.129	biological_process
GO:0017056	add.AYCG.ctg31.129	molecular_function
GO:0045182	add.AYCG.ctg31.129	molecular_function
GO:0008270	add.AYCG.ctg31.129	molecular_function
GO:0005515	add.AYCG.ctg31.129	molecular_function
GO:0042802	add.AYCG.ctg31.129	molecular_function
GO:0005643	add.AYCG.ctg31.129	cellular_component
GO:0008080	AYCG.ctg7.260	molecular_function
GO:0046872	AYCG.ctg32.343	molecular_function
GO:0008194	add.AYCG.ctg32.40	molecular_function
GO:0003755	AYCG.ctg5.1000	molecular_function
GO:0006364	add.AYCG.ctg2.173	biological_process
GO:0005515	add.AYCG.ctg2.173	molecular_function
GO:0005730	add.AYCG.ctg2.173	cellular_component
GO:0006355	AYCG.ctg30.82	biological_process
GO:0006260	AYCG.ctg30.82	biological_process
GO:0010506	AYCG.ctg30.82	biological_process
GO:0043565	AYCG.ctg30.82	molecular_function
GO:0003677	AYCG.ctg30.82	molecular_function
GO:0005615	AYCG.ctg30.82	cellular_component
GO:2001033	AYCG.ctg21.362	biological_process
GO:0007165	AYCG.ctg21.362	biological_process
GO:0016788	AYCG.ctg7.886	molecular_function
GO:0030334	AYCG.ctg14.404	biological_process
GO:0008053	AYCG.ctg14.404	biological_process
GO:0045995	AYCG.ctg14.404	biological_process
GO:0030155	AYCG.ctg14.404	biological_process
GO:0003924	AYCG.ctg14.404	molecular_function
GO:0005102	AYCG.ctg14.404	molecular_function
GO:0046872	AYCG.ctg14.404	molecular_function
GO:0016021	AYCG.ctg14.404	cellular_component
GO:0005741	AYCG.ctg14.404	cellular_component
GO:0016757	add.AYCG.ctg1.227	molecular_function
GO:0016021	add.AYCG.ctg1.227	cellular_component
GO:0008610	add.AYCG.ctg18.33	biological_process
GO:0055114	add.AYCG.ctg18.33	biological_process
GO:0005506	add.AYCG.ctg18.33	molecular_function
GO:0016491	add.AYCG.ctg18.33	molecular_function
GO:0006468	AYCG.ctg22.225	biological_process
GO:0005524	AYCG.ctg22.225	molecular_function
GO:0004672	AYCG.ctg22.225	molecular_function
GO:0006418	AYCG.ctg27.18	biological_process
GO:0004812	AYCG.ctg27.18	molecular_function
GO:0005524	AYCG.ctg27.18	molecular_function
GO:0000166	AYCG.ctg27.18	molecular_function
GO:0016567	add.AYCG.ctg7.206	biological_process
GO:0004842	add.AYCG.ctg7.206	molecular_function
GO:0008270	add.AYCG.ctg7.206	molecular_function
GO:0005515	add.AYCG.ctg7.206	molecular_function
GO:0006260	add.AYCG.ctg4.192	biological_process
GO:0003677	add.AYCG.ctg4.192	molecular_function
GO:0005664	add.AYCG.ctg4.192	cellular_component
GO:0008194	add.AYCG.ctg33.45	molecular_function
GO:0006508	AYCG.ctg31.175	biological_process
GO:0008233	AYCG.ctg31.175	molecular_function
GO:0005975	add.AYCG.ctg808.2	biological_process
GO:0016853	add.AYCG.ctg808.2	molecular_function
GO:0016787	AYCG.ctg9.705	molecular_function
GO:0003723	AYCG.ctg9.705	molecular_function
GO:0006412	AYCG.ctg34.617	biological_process
GO:0003735	AYCG.ctg34.617	molecular_function
GO:0005840	AYCG.ctg34.617	cellular_component
GO:0006355	add.AYCG.ctg25.74	biological_process
GO:0051604	AYCG.ctg6.328	biological_process
GO:0031072	AYCG.ctg6.328	molecular_function
GO:0016151	AYCG.ctg6.328	molecular_function
GO:0051082	AYCG.ctg6.328	molecular_function
GO:0055114	AYCG.ctg6.277	biological_process
GO:0016625	AYCG.ctg6.277	molecular_function
GO:0051536	AYCG.ctg6.277	molecular_function
GO:0009055	AYCG.ctg6.277	molecular_function
GO:0016491	AYCG.ctg6.277	molecular_function
GO:0009507	AYCG.ctg6.277	cellular_component
GO:0055114	AYCG.ctg13.38	biological_process
GO:0016491	AYCG.ctg13.38	molecular_function
GO:0010181	AYCG.ctg13.38	molecular_function
GO:0008299	AYCG.ctg18.208	biological_process
GO:0009234	AYCG.ctg18.208	biological_process
GO:0006355	AYCG.ctg7.437	biological_process
GO:0009725	AYCG.ctg7.437	biological_process
GO:0005515	AYCG.ctg7.437	molecular_function
GO:0003677	AYCG.ctg7.437	molecular_function
GO:0005634	AYCG.ctg7.437	cellular_component
GO:0005096	AYCG.ctg12.29	molecular_function
GO:0006355	add.AYCG.ctg20.147	biological_process
GO:0008270	add.AYCG.ctg20.147	molecular_function
GO:0003677	add.AYCG.ctg20.147	molecular_function
GO:0008134	add.AYCG.ctg20.147	molecular_function
GO:0005730	add.AYCG.ctg20.147	cellular_component
GO:0005634	add.AYCG.ctg20.147	cellular_component
GO:0006890	AYCG.ctg31.94	biological_process
GO:0006887	AYCG.ctg31.94	biological_process
GO:0015074	AYCG.ctg31.94	biological_process
GO:0008270	AYCG.ctg31.94	molecular_function
GO:0005484	AYCG.ctg31.94	molecular_function
GO:0000145	AYCG.ctg31.94	cellular_component
GO:0008289	AYCG.ctg8.166	molecular_function
GO:0003676	AYCG.ctg1.694	molecular_function
GO:0006886	AYCG.ctg1.533	biological_process
GO:0006888	AYCG.ctg1.533	biological_process
GO:0008270	AYCG.ctg1.533	molecular_function
GO:0030127	AYCG.ctg1.533	cellular_component
GO:0033014	AYCG.ctg23.62	biological_process
GO:0004852	AYCG.ctg23.62	molecular_function
GO:0006355	add.AYCG.ctg3.131	biological_process
GO:0016791	AYCG.ctg2.338	molecular_function
GO:0006352	add.AYCG.ctg1.220	biological_process
GO:0005669	add.AYCG.ctg1.220	cellular_component
GO:0070461	add.AYCG.ctg1.220	cellular_component
GO:0003824	add.AYCG.ctg4.38	molecular_function
GO:0006355	AYCG.ctg32.145	biological_process
GO:0043039	AYCG.ctg32.145	biological_process
GO:0043565	AYCG.ctg32.145	molecular_function
GO:0004812	AYCG.ctg32.145	molecular_function
GO:0003700	AYCG.ctg32.145	molecular_function
GO:0005524	AYCG.ctg32.145	molecular_function
GO:0006457	AYCG.ctg25.150	biological_process
GO:0051082	AYCG.ctg25.150	molecular_function
GO:0016272	AYCG.ctg25.150	cellular_component
GO:0055085	AYCG.ctg20.441	biological_process
GO:0022857	AYCG.ctg20.441	molecular_function
GO:0016020	AYCG.ctg20.441	cellular_component
GO:0008270	add.AYCG.ctg25.146	molecular_function
GO:0031122	AYCG.ctg47.46	biological_process
GO:0008017	AYCG.ctg47.46	molecular_function
GO:0006506	AYCG.ctg28.16	biological_process
GO:0016226	AYCG.ctg28.16	biological_process
GO:0005789	AYCG.ctg28.16	cellular_component
GO:0004129	AYCG.ctg10.459	molecular_function
GO:0005746	AYCG.ctg10.459	cellular_component
GO:0005515	AYCG.ctg21.165	molecular_function
GO:0009055	AYCG.ctg21.165	molecular_function
GO:0055114	AYCG.ctg11.179	biological_process
GO:0003824	AYCG.ctg28.59	molecular_function
GO:0003860	AYCG.ctg28.59	molecular_function
GO:0031145	AYCG.ctg21.103	biological_process
GO:0006508	AYCG.ctg21.103	biological_process
GO:0004176	AYCG.ctg21.103	molecular_function
GO:0004222	AYCG.ctg21.103	molecular_function
GO:0008270	AYCG.ctg21.103	molecular_function
GO:0046872	AYCG.ctg21.103	molecular_function
GO:0005524	AYCG.ctg21.103	molecular_function
GO:0016021	AYCG.ctg21.103	cellular_component
GO:0005680	AYCG.ctg21.103	cellular_component
GO:0006468	AYCG.ctg20.388	biological_process
GO:0005524	AYCG.ctg20.388	molecular_function
GO:0004672	AYCG.ctg20.388	molecular_function
GO:0070072	AYCG.ctg49.55	biological_process
GO:0006468	AYCG.ctg18.241	biological_process
GO:0005524	AYCG.ctg18.241	molecular_function
GO:0004672	AYCG.ctg18.241	molecular_function
GO:0035435	AYCG.ctg22.118	biological_process
GO:0055085	AYCG.ctg22.118	biological_process
GO:0022857	AYCG.ctg22.118	molecular_function
GO:0015114	AYCG.ctg22.118	molecular_function
GO:0016021	AYCG.ctg22.118	cellular_component
GO:0005759	AYCG.ctg2.470	cellular_component
GO:0005515	AYCG.ctg7.997	molecular_function
GO:0006355	AYCG.ctg14.448	biological_process
GO:0003700	AYCG.ctg14.448	molecular_function
GO:0006468	AYCG.ctg5.71	biological_process
GO:0005515	AYCG.ctg5.71	molecular_function
GO:0005524	AYCG.ctg5.71	molecular_function
GO:0004672	AYCG.ctg5.71	molecular_function
GO:0055085	AYCG.ctg25.191	biological_process
GO:0022857	AYCG.ctg25.191	molecular_function
GO:0016020	AYCG.ctg25.191	cellular_component
GO:0006313	add.AYCG.ctg25.166	biological_process
GO:0004803	add.AYCG.ctg25.166	molecular_function
